A0A7U2CG52	A0A7U2CG52_SARS2	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	7096
A0A6H2L8H9	A0A6H2L8H9_SARS2	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	7096
A0A7U0ES98	A0A7U0ES98_SARS2	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	7096
P59594	SPIKE_SARS	reviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus (SARS-CoV)	1255
P59595	NCAP_SARS	reviewed	Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	N 9a	Severe acute respiratory syndrome coronavirus (SARS-CoV)	422
P59637	VEMP_SARS	reviewed	Envelope small membrane protein (E protein) (sM protein)	E sM 4	Severe acute respiratory syndrome coronavirus (SARS-CoV)	76
P0DTC8	NS8_SARS2	reviewed	ORF8 protein (ORF8) (Non-structural protein 8) (ns8)	8	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	121
P59596	VME1_SARS	reviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein)	M 5	Severe acute respiratory syndrome coronavirus (SARS-CoV)	221
P59636	ORF9B_SARS	reviewed	ORF9b protein (Accessory protein 9b) (ORF-9b) (Protein 9b)	9b	Severe acute respiratory syndrome coronavirus (SARS-CoV)	98
P59635	NS7A_SARS	reviewed	ORF7a protein (Accessory protein 7a) (Protein U122) (Protein X4)	7a	Severe acute respiratory syndrome coronavirus (SARS-CoV)	122
P59632	AP3A_SARS	reviewed	ORF3a protein (Accessory protein 3a) (Protein 3a) (Protein U274) (Protein X1)	3a	Severe acute respiratory syndrome coronavirus (SARS-CoV)	274
A0A7U1MCY8	A0A7U1MCY8_SARS2	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	7096
A0A7U3CUQ9	A0A7U3CUQ9_SARS2	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	7096
D2E1V9	D2E1V9_SARS	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	Pp1ab	SARS coronavirus wtic-MB	7073
A0A6C0RS15	A0A6C0RS15_SARS2	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	7096
P0DTC7	NS7A_SARS2	reviewed	ORF7a protein (ORF7a) (Accessory protein 7a) (Protein U122) (Protein X4)	7a	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	121
A0A173KX23	A0A173KX23_9SPHN	unreviewed	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	sarS serS EP837_02318	Sphingobium sp. EP60837	425
A0A411Z9S4	A0A411Z9S4_9SPHN	unreviewed	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	sarS serS BPTFM16_00175	Altererythrobacter insulae	426
A0A5P9Q5T2	A0A5P9Q5T2_9MICO	unreviewed	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	sarS serS KDY119_00228	Luteimicrobium xylanilyticum	426
A0A8E0B1G6	A0A8E0B1G6_STAAU	unreviewed	HTH-type transcriptional regulator sarS	SCAG_00597	Staphylococcus aureus subsp. aureus 58-424	250
A0A7U7JRY5	A0A7U7JRY5_9STAP	unreviewed	HTH-type transcriptional regulator SarS	sarS BN1326_150320	Staphylococcus argenteus	250
D2E1D9	D2E1D9_SARS	unreviewed	Accessory protein 7b	NS7b	SARS coronavirus ExoN1	44
D2E1F2	D2E1F2_SARS	unreviewed	Accessory protein 6 (Non-structural protein 6)	NS6	SARS coronavirus wtic-MB	63
D2E1W0	D2E1W0_SARS	unreviewed	Orf1a polyprotein (Replicase polyprotein 1a)	Pp1a	SARS coronavirus wtic-MB	4382
A0A6M8DIE4	A0A6M8DIE4_SARS2	unreviewed	ORF8 protein	ORF8	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	50
A0A8B6RKS4	A0A8B6RKS4_SARS2	unreviewed	ORF8 protein	ORF8	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	121
U5WI05	U5WI05_SARS	unreviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Bat SARS-like coronavirus WIV1	1256
A0A8B1JRY0	A0A8B1JRY0_SARS2	unreviewed	Envelope protein	E	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	75
A0A7U1D7I2	A0A7U1D7I2_SARS2	unreviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
A0A7L5NY82	A0A7L5NY82_SARS2	unreviewed	Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	N	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	419
A0A6G9HF12	A0A6G9HF12_SARS2	unreviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
A0A7L9VWI5	A0A7L9VWI5_SARS2	unreviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1238
A0A7D6WGC6	A0A7D6WGC6_SARS2	unreviewed	ORF8 protein	ORF8	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	121
A0A8B1JDD5	A0A8B1JDD5_SARS2	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	7096
D3GE01	D3GE01_CVHK1	unreviewed	Pol protein (Fragment)	pol	Human coronavirus HKU1 (HCoV-HKU1)	276
D3GE03	D3GE03_CVHK1	unreviewed	Pol protein (Fragment)	pol	Human coronavirus HKU1 (HCoV-HKU1)	276
D3GE00	D3GE00_CVHK1	unreviewed	Pol protein (Fragment)	pol	Human coronavirus HKU1 (HCoV-HKU1)	280
A0A7U3W1C7	A0A7U3W1C7_9BETC	unreviewed	Spike glycoprotein	S	Bat coronavirus RacCS203	1227
A0A7U3VI33	A0A7U3VI33_9BETC	unreviewed	Accessory protein 7a	ORF7a	Bat coronavirus RacCS203	121
Q6SRC9	Q6SRC9_SARS	unreviewed	Replicase 1B (Fragment)		SARS coronavirus TW-YM3	312
A0A0U2PPC8	A0A0U2PPC8_9BETC	unreviewed	Accessory protein 6 (Non-structural protein 6)		SARS-like coronavirus WIV16	63
A0A8B1K7Z6	A0A8B1K7Z6_SARS2	unreviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1272
A0A7U3HHJ1	A0A7U3HHJ1_SARS2	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	7096
A0A7D7CCI2	A0A7D7CCI2_SARS2	unreviewed	Accessory protein 7a	ORF7a	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	117
A0A8B6RBT0	A0A8B6RBT0_SARS2	unreviewed	Accessory protein 6 (Non-structural protein 6)	ORF6	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	61
A0A8B6RCC3	A0A8B6RCC3_SARS2	unreviewed	Accessory protein 7a	ORF7a	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	121
A0A6B9VTP3	A0A6B9VTP3_SARS2	unreviewed	Nonstructural protein NS8 (ORF8 protein)	orf8 NS8 ORF8	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	121
A0A7U0LPI4	A0A7U0LPI4_SARS2	unreviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
A0A8A1PDH4	A0A8A1PDH4_SARS2	unreviewed	Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	N	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	419
A0A7U3RNA5	A0A7U3RNA5_SARS2	unreviewed	ORF8 protein	ORF8	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	121
A0A6M8SX40	A0A6M8SX40_SARS2	unreviewed	ORF8 protein	ORF8	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	121
A0A7H4JAJ8	A0A7H4JAJ8_SARS2	unreviewed	Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	N	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	419
Q3LZV3	Q3LZV3_BCHK3	unreviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Bat SARS coronavirus HKU3-2	1242
D0EYK8	D0EYK8_9ALPC	unreviewed	RNA-dependent RNA polymerase (Fragment)	Orf1B	Miniopterus bat coronavirus/Kenya/KY33/2006	40
A0A7M2QA96	A0A7M2QA96_SARS2	unreviewed	ORF1a polyprotein	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	4405
A0A7U0KJ28	A0A7U0KJ28_SARS2	unreviewed	Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	N	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	419
A0A6N1CYU7	A0A6N1CYU7_SARS2	unreviewed	Accessory protein 7a	ORF7a	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	121
Q6RD53	Q6RD53_SARS	unreviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	SARS coronavirus TW11	1255
U5WLD0	U5WLD0_SARS	unreviewed	Uncharacterized protein		Bat SARS-like coronavirus WIV1	121
Q6SRH3	Q6SRH3_SARS	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab) (Fragment)		SARS coronavirus TW-HP4	82
Q6RCZ5	Q6RCZ5_SARS	unreviewed	Envelope small membrane protein (E protein) (sM protein)	E	SARS coronavirus TW6	76
A0A0U2ND36	A0A0U2ND36_9BETC	unreviewed	Accessory protein 7a		SARS-like coronavirus WIV16	122
A0A0U2PVL2	A0A0U2PVL2_9BETC	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)		SARS-like coronavirus WIV16	7073
A0A8F0ZUF1	A0A8F0ZUF1_9ALPC	unreviewed	Nonstructural protein 3	NS3	Alphacoronavirus sp.	229
A0A897FFB9	A0A897FFB9_SARS2	unreviewed	ORF1a polyprotein	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	4405
A0A883GNR7	A0A883GNR7_SARS2	unreviewed	Accessory protein 6 (Non-structural protein 6)	ORF6	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	61
A0A7T8K771	A0A7T8K771_SARS2	unreviewed	Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	N	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	419
A0A7U3EDD4	A0A7U3EDD4_SARS2	unreviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
A0A7U3DVT4	A0A7U3DVT4_SARS2	unreviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
A0A8A2RYH7	A0A8A2RYH7_SARS2	unreviewed	ORF3a protein	ORF3a	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	275
A0A7U3EZ59	A0A7U3EZ59_SARS2	unreviewed	Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	N	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	419
A0A6H0C6H8	A0A6H0C6H8_SARS2	unreviewed	Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	N	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	419
Q6RCZ9	Q6RCZ9_SARS	unreviewed	Orf1a polyprotein		SARS coronavirus TW6	4382
A0A7T8EXU9	A0A7T8EXU9_SARS2	unreviewed	ORF1a polyprotein	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	4405
A0A7D5LYB9	A0A7D5LYB9_SARS2	unreviewed	ORF1a polyprotein	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	4405
A0A899K3T2	A0A899K3T2_SARS2	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	7096
A0A6M9QBW9	A0A6M9QBW9_SARS2	unreviewed	Accessory protein 7a	ORF7a	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	61
Q6SRB6	Q6SRB6_SARS	unreviewed	Replicase 1B (Fragment)		SARS coronavirus TW-GD3	208
Q3LZV2	Q3LZV2_BCHK3	unreviewed	Uncharacterized protein		Bat SARS coronavirus HKU3-2	274
V5YMY1	V5YMY1_SARS	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab) (Fragment)	RdRp	SARS bat coronavirus	141
D2E1D0	D2E1D0_SARS	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	Pp1ab	SARS coronavirus ExoN1	7073
A0A8F0ZXP1	A0A8F0ZXP1_9BETC	unreviewed	ORF7a	ORF7a	Betacoronavirus sp.	122
A0A886N018	A0A886N018_SARS2	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	7096
A0A6H2LA64	A0A6H2LA64_SARS2	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	7096
A0A7D7CJF6	A0A7D7CJF6_SARS2	unreviewed	ORF3a protein	ORF3a	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	275
A0A7D7TY66	A0A7D7TY66_SARS2	unreviewed	Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	N	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	419
A0A8B6R8N6	A0A8B6R8N6_SARS2	unreviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
A0A7D4LW37	A0A7D4LW37_SARS2	unreviewed	ORF1a polyprotein	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	4405
A0A7T8K687	A0A7T8K687_SARS2	unreviewed	ORF1a polyprotein	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	4405
A0A8B1JVW5	A0A8B1JVW5_SARS2	unreviewed	ORF1a polyprotein	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	4405
A0A7U3HGB0	A0A7U3HGB0_SARS2	unreviewed	ORF1a polyprotein	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	4405
A0A6B9V049	A0A6B9V049_SARS2	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	orf1ab ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	7096
A0A6M8WJY1	A0A6M8WJY1_SARS2	unreviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
A0A886N1W5	A0A886N1W5_SARS2	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	7096
A0A8B6RAP1	A0A8B6RAP1_SARS2	unreviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
A0A8B6R8K5	A0A8B6R8K5_SARS2	unreviewed	ORF1a polyprotein	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	4405
A0A7T8H817	A0A7T8H817_SARS2	unreviewed	Envelope small membrane protein (E protein) (sM protein)	E	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	75
Q6RCZ6	Q6RCZ6_SARS	unreviewed	Uncharacterized protein		SARS coronavirus TW6	154
Q6SRN6	Q6SRN6_SARS	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment)	M	SARS coronavirus TW-HP4	143
F1DB17	F1DB17_9ALPC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein)	M	Miniopterus bat coronavirus/Kenya/KY33/2006	259
A0A8B1JG73	A0A8B1JG73_SARS2	unreviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
A0A8A4XTR3	A0A8A4XTR3_SARS2	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	7096
A0A7H0CWT4	A0A7H0CWT4_SARS2	unreviewed	ORF3a protein	ORF3a	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	275
A0A6M6JX05	A0A6M6JX05_SARS2	unreviewed	ORF10 protein	ORF10	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	38
A0A7T8KNF4	A0A7T8KNF4_SARS2	unreviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
A0A7U1QX28	A0A7U1QX28_SARS2	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab)	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	7096
A0A8B1JNA0	A0A8B1JNA0_SARS2	unreviewed	ORF1a polyprotein	ORF1ab	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	4405
A0A7U3EFU9	A0A7U3EFU9_SARS2	unreviewed	ORF3a protein	ORF3a	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	275
A0A7U3VGY6	A0A7U3VGY6_9BETC	unreviewed	Nucleoprotein	N	Bat coronavirus RacCS203	419
A0A0C4G616	A0A0C4G616_9BETC	unreviewed	ORF1ab polyprotein (Replicase polyprotein 1ab) (Fragment)		Betacoronavirus BtCoV/Rhi_eur/BB98-98/BGR/2008	288
Q3ZTF3	Q3ZTF3_SARS	unreviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Civet SARS CoV 007/2004	1255
A0A7U3VH00	A0A7U3VH00_9BETC	unreviewed	ORF10	ORF10	Bat coronavirus RacCS203	20
